Process	PID	Thread	TID	State	Wall duration (ms)	Avg Wall duration (ms)	Occurrences
org.mozilla.firefox	9901	FinalizerDaemon	9915	Running	2.978539	0.744634	4
org.mozilla.firefox:tab0	10642	StyleThread#2	11023	Runnable	2.962694	0.296269	10
org.mozilla.firefox:media	11036	Binder:11036_1	11053	Running	2.95654	0.328504	9
org.mozilla.firefox	9901	StreamTrans #80	11082	Sleeping	2.916847	2.916847	1
kthreadd	2	kauditd	255	Runnable (Preempted)	2.905077	0.415011	7
org.mozilla.firefox	9901	StreamTrans #74	11068	Runnable (Preempted)	2.891461	0.48191	6
org.mozilla.firefox:tab0	10642	JS Helper	10706	Runnable (Preempted)	2.855153	0.57103	5
org.mozilla.firefox:tab0	10642	StyleThread#0	11021	Uninterruptible Sleep	2.848001	0.949333	3
media.codec	672	HwBinder:672_8	20342	Runnable (Preempted)	2.828155	0.565631	5
org.mozilla.firefox:media	11036	FinalizerDaemon	11051	Uninterruptible Sleep	2.817693	0.352211	8
org.mozilla.firefox:media	11036	Runtime worker	11046	Runnable (Preempted)	2.814462	0.938154	3
org.mozilla.firefox	9901	StreamTrans #90	11095	Runnable	2.800462	0.700115	4
/system/bin/surfaceflinger	3534	SWWatchDog	3634	Runnable	2.779388	0.047108	59
